track_id,weight
78353,1
79163,0.9234
79923,0.749
78443,0.7429
78463,0.6754
78593,0.6492
78743,0.6371
80043,0.5524
79313,0.502
79333,0.4798
78363,0.4415
79793,0.3952
78573,0.3931
79703,0.3407
78033,0.3337
78133,0.3337
78083,0.3286
78093,0.3266
78643,0.3226
78253,0.2903
78173,0.256
79943,0.252
79833,0.25
78623,0.245
78063,0.2419
80093,0.2369
78733,0.2258
78103,0.2127
79543,0.2097
79013,0.2077
78153,0.1855
78303,0.1784
78753,0.1734
79643,0.1734
78543,0.1683
79413,0.1643
79613,0.1643
78783,0.1623
80423,0.1552
78023,0.1492
78523,0.1452
78233,0.1401
79533,0.1331
78763,0.13
79183,0.128
78003,0.125
78183,0.121
79603,0.1179
78073,0.1139
79653,0.1139
78493,0.1109
79063,0.1099
78143,0.1079
78533,0.1069
80633,0.1069
79863,0.1058
78243,0.1008
78913,0.0998
78323,0.0988
80163,0.0968
79583,0.0958
80393,0.0958
79263,0.0938
120553,0.0927
120633,0.0887
78293,0.0867
120623,0.0857
79023,0.0827
79443,0.0817
79073,0.0796
79873,0.0776
78053,0.0766
78953,0.0736
79843,0.0736
79963,0.0736
78553,0.0726
79513,0.0726
80213,0.0726
79203,0.0716
80513,0.0716
79563,0.0696
79823,0.0696
80193,0.0696
120193,0.0665
120573,0.0665
120993,0.0665
78433,0.0665
121023,0.0655
78123,0.0655
78513,0.0655
79853,0.0655
120703,0.0635
120583,0.0625
79813,0.0625
118653,0.0615
78283,0.0615
78503,0.0615
80743,0.0615
79253,0.0605
78393,0.0595
79743,0.0575
80853,0.0575
81003,0.0575
81103,0.0575
79663,0.0565
120593,0.0554
120853,0.0554
119083,0.0544
120103,0.0544
78113,0.0544
118763,0.0524
79623,0.0524
80373,0.0524
120643,0.0514
78383,0.0514
78993,0.0514
80273,0.0514
118813,0.0504
120753,0.0504
118943,0.0484
120533,0.0464
120613,0.0464
78333,0.0464
79933,0.0464
120843,0.0454
118863,0.0444
120013,0.0444
118573,0.0433
79783,0.0433
80343,0.0433
120243,0.0423
120653,0.0423
78273,0.0423
79113,0.0423
80413,0.0423
120063,0.0403
120513,0.0403
121033,0.0403
78373,0.0403
78923,0.0403
79733,0.0403
118953,0.0393
120563,0.0393
79693,0.0393
78203,0.0383
118773,0.0373
120793,0.0373
80173,0.0373
118793,0.0363
119013,0.0363
77933,0.0363
79683,0.0363
80663,0.0363
80583,0.0353
120543,0.0343
120943,0.0343
118583,0.0333
120043,0.0333
120603,0.0333
80053,0.0333
80353,0.0333
80493,0.0333
120223,0.0323
121043,0.0323
118563,0.0312
118663,0.0312
118753,0.0312
120183,0.0312
120323,0.0312
120803,0.0312
121013,0.0312
78793,0.0312
119103,0.0302
120713,0.0302
120763,0.0302
78193,0.0302
118673,0.0292
118733,0.0292
118843,0.0292
120083,0.0292
120113,0.0292
120153,0.0292
121053,0.0292
79123,0.0292
80543,0.0292
80683,0.0292
80793,0.0292
118593,0.0282
118603,0.0282
118693,0.0282
118743,0.0282
118903,0.0282
120003,0.0282
120483,0.0282
120813,0.0282
120823,0.0282
79373,0.0282
80333,0.0282
80363,0.0282
118723,0.0272
118833,0.0272
118893,0.0272
118973,0.0272
119043,0.0272
119133,0.0272
119993,0.0272
120093,0.0272
79883,0.0272
118713,0.0262
118823,0.0262
118933,0.0262
119033,0.0262
120133,0.0262
120143,0.0262
120443,0.0262
120453,0.0262
120473,0.0262
120833,0.0262
78613,0.0262
79593,0.0262
80103,0.0262
80463,0.0262
118623,0.0252
118853,0.0252
119943,0.0252
119983,0.0252
120203,0.0252
121073,0.0252
78653,0.0252
78833,0.0252
78983,0.0252
79773,0.0252
80153,0.0252
80233,0.0252
80983,0.0252
118613,0.0242
118963,0.0242
119953,0.0242
120123,0.0242
120313,0.0242
120373,0.0242
120433,0.0242
120503,0.0242
78423,0.0242
80553,0.0242
118633,0.0232
120413,0.0232
120523,0.0232
121003,0.0232
78673,0.0232
78883,0.0232
80253,0.0232
121063,0.0222
77983,0.0222
78633,0.0222
80063,0.0222
80313,0.0222
80433,0.0222
80483,0.0222
80923,0.0222
80953,0.0222
119023,0.0212
120073,0.0212
78973,0.0212
79353,0.0212
79993,0.0212
80013,0.0212
80303,0.0212
80383,0.0212
80623,0.0212
80913,0.0212
81093,0.0212
118683,0.0202
118783,0.0202
118803,0.0202
118913,0.0202
120253,0.0202
120263,0.0202
78013,0.0202
78583,0.0202
78703,0.0202
79323,0.0202
79383,0.0202
79403,0.0202
79713,0.0202
79723,0.0202
79763,0.0202
80073,0.0202
80223,0.0202
80803,0.0202
118703,0.0192
119003,0.0192
119973,0.0192
120163,0.0192
120283,0.0192
120493,0.0192
78403,0.0192
78663,0.0192
80033,0.0192
80133,0.0192
80203,0.0192
80693,0.0192
80943,0.0192
118873,0.0181
118883,0.0181
119053,0.0181
119063,0.0181
120023,0.0181
120303,0.0181
78313,0.0181
78483,0.0181
79053,0.0181
79303,0.0181
79463,0.0181
79673,0.0181
80123,0.0181
80473,0.0181
80603,0.0181
81113,0.0181
120033,0.0171
120273,0.0171
120393,0.0171
120403,0.0171
120463,0.0171
78213,0.0171
78813,0.0171
79093,0.0171
79213,0.0171
79343,0.0171
79803,0.0171
80003,0.0171
80263,0.0171
120053,0.0161
120363,0.0161
120383,0.0161
120423,0.0161
78453,0.0161
78683,0.0161
79003,0.0161
79493,0.0161
79553,0.0161
79913,0.0161
80113,0.0161
118643,0.0151
78343,0.0151
79153,0.0151
79273,0.0151
79393,0.0151
80523,0.0151
80763,0.0151
80963,0.0151
81753,0.0151
119113,0.0141
120783,0.0141
120973,0.0141
78223,0.0141
79033,0.0141
79523,0.0141
80613,0.0141
81023,0.0141
81453,0.0141
81513,0.0141
81593,0.0141
119963,0.0131
120333,0.0131
78163,0.0131
78603,0.0131
78823,0.0131
78903,0.0131
78943,0.0131
78963,0.0131
79043,0.0131
80293,0.0131
80323,0.0131
80593,0.0131
80703,0.0131
80723,0.0131
81133,0.0131
81333,0.0131
119123,0.0121
120353,0.0121
120663,0.0121
78693,0.0121
79173,0.0121
79983,0.0121
80183,0.0121
80283,0.0121
80403,0.0121
80673,0.0121
80893,0.0121
80993,0.0121
81013,0.0121
81043,0.0121
118993,0.0111
119093,0.0111
120673,0.0111
120773,0.0111
120863,0.0111
120983,0.0111
77953,0.0111
78263,0.0111
78473,0.0111
79223,0.0111
79363,0.0111
79753,0.0111
79973,0.0111
80083,0.0111
80563,0.0111
80653,0.0111
80933,0.0111
118983,0.0101
120293,0.0101
120683,0.0101
120733,0.0101
120743,0.0101
120913,0.0101
77963,0.0101
78863,0.0101
78893,0.0101
79133,0.0101
79143,0.0101
79473,0.0101
79953,0.0101
80713,0.0101
80813,0.0101
80823,0.0101
80833,0.0101
81063,0.0101
81143,0.0101
81973,0.0101
120873,0.0091
120893,0.0091
78043,0.0091
78803,0.0091
78933,0.0091
79083,0.0091
79243,0.0091
79293,0.0091
79423,0.0091
79433,0.0091
79453,0.0091
79573,0.0091
79893,0.0091
79903,0.0091
80503,0.0091
80753,0.0091
80843,0.0091
80873,0.0091
120343,0.0081
120693,0.0081
77973,0.0081
77993,0.0081
78413,0.0081
78723,0.0081
78773,0.0081
78843,0.0081
78853,0.0081
79193,0.0081
79233,0.0081
79503,0.0081
80143,0.0081
80443,0.0081
80533,0.0081
80773,0.0081
80903,0.0081
80973,0.0081
81053,0.0081
81073,0.0081
81083,0.0081
81123,0.0081
81153,0.0081
120723,0.0071
120883,0.0071
120953,0.0071
79103,0.0071
79283,0.0071
79483,0.0071
80643,0.0071
80783,0.0071
80883,0.0071
120903,0.006
120923,0.006
120933,0.006
120963,0.006
80733,0.006
80863,0.006
81033,0.006
102883,0.003
100993,0.002
101213,0.002
101573,0.002
103403,0.002
106433,0.002
108323,0.002
108943,0.002
116883,0.002
56903,0.002
101173,0.001
101533,0.001
102843,0.001
103053,0.001
103833,0.001
106313,0.001
108513,0.001
159724,0.001
21553,0.001
47013,0.001
48433,0.001
57033,0.001
81223,0.001
