track_id,weight
172794,1
172964,0.9819
172974,0.965
173004,0.9498
172994,0.9408
172954,0.9242
172824,0.9187
173014,0.8953
172864,0.8848
173024,0.8758
172924,0.8704
172944,0.8462
172884,0.8346
173034,0.8259
172834,0.8097
169334,0.0094
73383,0.0087
141883,0.0083
47063,0.0083
169974,0.0079
43903,0.0076
45563,0.0076
168544,0.0072
169884,0.0072
170604,0.0072
168554,0.0065
74753,0.0065
76163,0.0065
168724,0.0061
75053,0.0061
142843,0.0058
169074,0.0058
171224,0.0058
74533,0.0058
169084,0.0054
169704,0.0054
171234,0.0054
142483,0.0051
168904,0.0051
169534,0.0051
170244,0.0051
170514,0.0051
170874,0.0051
168194,0.0047
42663,0.0047
169524,0.0043
76423,0.0043
170064,0.004
47353,0.004
74683,0.004
77643,0.004
42323,0.0036
142433,0.0033
76493,0.0033
77603,0.0033
142693,0.0029
42523,0.0029
168094,0.0025
141113,0.0022
170424,0.0022
45333,0.0022
75823,0.0022
168284,0.0018
170784,0.0018
75623,0.0018
93303,0.0018
141133,0.0014
44363,0.0014
44833,0.0014
75923,0.0014
84733,0.0014
141263,0.0011
144713,0.0011
168914,0.0011
170694,0.0011
173074,0.0011
173094,0.0011
173114,0.0011
43883,0.0011
44953,0.0011
46913,0.0011
47033,0.0011
74743,0.0011
76373,0.0011
86693,0.0011
142503,0.0007
169714,0.0007
170334,0.0007
170964,0.0007
173044,0.0007
173054,0.0007
173064,0.0007
173084,0.0007
173104,0.0007
173124,0.0007
42403,0.0007
72753,0.0007
73663,0.0007
74023,0.0007
75973,0.0007
76523,0.0007
77093,0.0007
77653,0.0007
77793,0.0007
87113,0.0007
108923,0.0004
109943,0.0004
110833,0.0004
117503,0.0004
141083,0.0004
144523,0.0004
160964,0.0004
161874,0.0004
16661,0.0004
179024,0.0004
179650,0.0004
18743,0.0004
18773,0.0004
20413,0.0004
20733,0.0004
21293,0.0004
21803,0.0004
22353,0.0004
40493,0.0004
43053,0.0004
44813,0.0004
46773,0.0004
47603,0.0004
47873,0.0004
72233,0.0004
73403,0.0004
74373,0.0004
74553,0.0004
77443,0.0004
88713,0.0004
88993,0.0004
89283,0.0004
90303,0.0004
90393,0.0004
90683,0.0004
90853,0.0004
90863,0.0004
90953,0.0004
91323,0.0004
92273,0.0004
92413,0.0004
92723,0.0004
99813,0.0004
99893,0.0004
