track_id,weight
160894,1
178074,0.9814
160844,0.9295
161524,0.859
161694,0.7766
162344,0.7327
161944,0.7234
162094,0.7114
161644,0.7008
161904,0.6755
162774,0.6636
161434,0.6316
160964,0.6064
161814,0.6064
177844,0.5785
160764,0.5625
162434,0.5612
160504,0.5598
161874,0.5585
175954,0.5572
160454,0.5492
161894,0.5439
161314,0.5412
162714,0.5133
160784,0.4973
160754,0.484
179650,0.4774
161004,0.4721
161504,0.4721
175784,0.4654
161834,0.4601
161224,0.4508
162314,0.4441
162254,0.4388
161364,0.4375
161704,0.4375
160984,0.4322
176034,0.4309
161534,0.4295
162554,0.4269
159724,0.4215
161254,0.4136
161394,0.4122
161404,0.4069
160284,0.4043
161184,0.3989
175974,0.3989
160644,0.3963
160734,0.3949
159764,0.3923
173614,0.3923
162454,0.391
175684,0.391
178394,0.3896
161274,0.387
159734,0.3843
162364,0.3816
160264,0.379
173444,0.3777
160304,0.3763
160774,0.3763
159684,0.375
162944,0.3737
162814,0.371
160294,0.367
161844,0.367
159774,0.3644
161784,0.3617
162904,0.3617
162784,0.3604
162894,0.3604
177334,0.3604
159784,0.359
161744,0.359
173554,0.3577
159754,0.3457
160254,0.3444
159714,0.3378
160954,0.3378
159704,0.3351
159744,0.3351
161854,0.3338
161034,0.3311
161054,0.3285
162724,0.3285
160634,0.3258
160824,0.3258
159694,0.3218
160464,0.3218
175914,0.3218
161094,0.3205
161384,0.3191
162244,0.3152
162044,0.3112
162154,0.3112
162274,0.3098
160274,0.3072
162234,0.3072
160744,0.3059
162084,0.3045
159794,0.3032
160714,0.3019
160864,0.3019
162204,0.3019
160624,0.3005
175574,0.3005
160814,0.2979
160914,0.2912
161764,0.2899
161974,0.2886
161754,0.2846
161344,0.2832
161024,0.2819
160654,0.2806
161604,0.2806
161204,0.2739
162634,0.2739
161264,0.2726
161954,0.2726
161804,0.2713
162824,0.2713
162834,0.2699
173504,0.2699
161464,0.2686
173634,0.2673
161494,0.2646
161654,0.2646
179513,0.2646
161044,0.2633
162574,0.2633
161354,0.262
162544,0.2606
160934,0.258
162644,0.258
177264,0.2553
160944,0.254
162334,0.254
160444,0.2527
160544,0.2513
162854,0.2513
161334,0.25
162664,0.25
162014,0.2487
161074,0.2473
161554,0.2473
161244,0.246
161564,0.2447
161614,0.2447
162024,0.2447
162474,0.2447
162174,0.2434
162294,0.238
162564,0.238
161414,0.2367
161994,0.2367
173604,0.2367
160564,0.2354
161284,0.2354
161164,0.234
160524,0.2301
162164,0.2301
162284,0.2301
178424,0.2274
161544,0.2261
161674,0.2261
162134,0.2261
162144,0.2261
160924,0.2247
162264,0.2247
160474,0.2234
162534,0.2234
162694,0.2234
160704,0.2221
161574,0.2221
162214,0.2221
162324,0.2221
162464,0.2221
161864,0.2207
162674,0.2207
161114,0.2194
162624,0.2194
175734,0.2194
175654,0.2181
160664,0.2154
162384,0.2154
173484,0.2154
179473,0.2154
162304,0.2141
162604,0.2141
160904,0.2128
161484,0.2128
162934,0.2128
176974,0.2128
161304,0.2101
161964,0.2101
160724,0.2074
161324,0.2074
162064,0.2074
162874,0.2074
179583,0.2074
162484,0.2061
162514,0.2048
162764,0.2048
160604,0.2035
162684,0.2035
175644,0.2035
176924,0.2035
161924,0.2021
162394,0.2021
162744,0.2021
179582,0.2021
161444,0.2008
177814,0.2008
162734,0.1995
161774,0.1968
162034,0.1968
179639,0.1968
160884,0.1955
161594,0.1955
175664,0.1955
177614,0.1941
161714,0.1928
161294,0.1915
162054,0.1915
162524,0.1915
162584,0.1915
160534,0.1902
162124,0.1902
173474,0.1888
175694,0.1888
162404,0.1848
162914,0.1848
160574,0.1835
161014,0.1835
161194,0.1835
162864,0.1835
161124,0.1822
175594,0.1822
160674,0.1809
161234,0.1809
161684,0.1809
161734,0.1809
173454,0.1809
178134,0.1809
161794,0.1795
162594,0.1795
162754,0.1795
160614,0.1782
160684,0.1782
161824,0.1782
162804,0.1782
176044,0.1782
160584,0.1769
161174,0.1769
173574,0.1769
179515,0.1769
160694,0.1755
161154,0.1755
162374,0.1755
160974,0.1742
161084,0.1742
175884,0.1742
173414,0.1729
160804,0.1715
161584,0.1702
161914,0.1702
162004,0.1702
161144,0.1676
175984,0.1676
176014,0.1676
160494,0.1662
161884,0.1662
161724,0.1649
175484,0.1649
175804,0.1649
179485,0.1649
162074,0.1636
175844,0.1636
175854,0.1622
160514,0.1609
162414,0.1609
175944,0.1609
160434,0.1596
160994,0.1596
176024,0.1596
177554,0.1582
161424,0.1569
161474,0.1569
162184,0.1569
162654,0.1569
173494,0.1556
175374,0.1556
177014,0.1556
160554,0.1543
160794,0.1543
160834,0.1543
160854,0.1543
162794,0.1543
175464,0.1543
175534,0.1543
160484,0.1529
161374,0.1529
160594,0.1516
175754,0.1516
176954,0.1516
179637,0.1516
161634,0.1503
162494,0.1503
175714,0.1503
162114,0.1489
177074,0.1489
162104,0.1476
175674,0.1476
161984,0.1463
173424,0.1463
162924,0.1449
175904,0.1449
161454,0.1436
161104,0.1423
161214,0.1423
161514,0.1423
161624,0.1423
175454,0.141
176934,0.141
161134,0.1396
173524,0.1383
179490,0.1383
162224,0.1356
162354,0.1356
179689,0.1356
178094,0.1343
161934,0.133
177304,0.133
177854,0.133
162424,0.1316
175874,0.1316
162614,0.1303
175424,0.1303
162504,0.129
173464,0.1277
162844,0.1263
179590,0.1263
160874,0.125
175924,0.125
161064,0.1237
162194,0.1237
173624,0.1237
175414,0.1237
177054,0.1237
175554,0.1223
175584,0.1223
178144,0.1223
162444,0.121
162884,0.121
161664,0.1197
173544,0.1197
175404,0.1197
175544,0.1197
175634,0.1197
175724,0.1197
162704,0.117
177544,0.117
178414,0.117
175704,0.1157
173584,0.1144
175494,0.1144
175764,0.1144
179588,0.1144
175994,0.113
175614,0.1117
173514,0.1104
179691,0.1104
173534,0.109
179536,0.109
175934,0.1077
175524,0.1064
175814,0.1037
176004,0.1024
175384,0.1011
179474,0.1011
175894,0.0997
177884,0.0997
179581,0.0984
175834,0.0971
177294,0.0971
178114,0.0971
179478,0.0971
175864,0.0957
175434,0.0944
178364,0.0944
175394,0.0931
175744,0.0931
175824,0.0918
176904,0.0918
173564,0.0904
175344,0.0891
175624,0.0891
175444,0.0878
173594,0.0851
175474,0.0851
175334,0.0824
177604,0.0824
177834,0.0824
178354,0.0824
179649,0.0824
173434,0.0811
177324,0.0811
175774,0.0798
179542,0.0798
175364,0.0785
176994,0.0771
179652,0.0771
179687,0.0771
177584,0.0758
178154,0.0758
179692,0.0758
175504,0.0745
178384,0.0745
179690,0.0745
175564,0.0731
177594,0.0731
177824,0.0731
178344,0.0731
178374,0.0731
179537,0.0731
176914,0.0718
177044,0.0705
179586,0.0705
176964,0.0691
179509,0.0691
175514,0.0678
177064,0.0678
177284,0.0678
177564,0.0678
179481,0.0678
175354,0.0665
177344,0.0665
178124,0.0665
179487,0.0665
179642,0.0665
175964,0.0652
179517,0.0652
177034,0.0638
178084,0.0638
175604,0.0625
176944,0.0625
178104,0.0625
178404,0.0625
179585,0.0625
177804,0.0612
179486,0.0612
177274,0.0598
175794,0.0572
177864,0.0572
177874,0.0572
179640,0.0545
177534,0.0532
176984,0.0519
177004,0.0519
177314,0.0505
179488,0.0505
179651,0.0492
179510,0.0479
179693,0.0479
179479,0.0465
179595,0.0465
179648,0.0452
177024,0.0439
177574,0.0439
179516,0.0426
179484,0.0412
179512,0.0412
179543,0.0412
179645,0.0386
179476,0.0372
179511,0.0372
179541,0.0372
179643,0.0372
179646,0.0372
179482,0.0359
179597,0.0359
179688,0.0359
179587,0.0346
179647,0.0346
179544,0.0332
179538,0.0319
179644,0.0306
179475,0.0293
179477,0.0293
179483,0.0293
179489,0.0293
179540,0.0293
179591,0.0293
179596,0.0293
179638,0.0293
179641,0.0293
179694,0.0293
179480,0.0279
179514,0.0279
179539,0.0279
179584,0.0279
179589,0.0279
179593,0.0279
179594,0.0279
179598,0.0279
179636,0.0279
179592,0.0266
179635,0.0266
173334,0.016
175074,0.016
165004,0.0133
175244,0.0133
164484,0.012
165184,0.012
164714,0.0106
164834,0.0106
179656,0.0106
159484,0.0093
163804,0.0093
75803,0.0093
164574,0.008
165084,0.008
75063,0.008
140623,0.0066
140773,0.0066
141133,0.0066
159444,0.0066
97043,0.0066
97663,0.0066
141833,0.0053
160324,0.0053
160354,0.0053
160364,0.0053
163494,0.0053
164704,0.0053
165264,0.0053
167884,0.0053
74013,0.0053
159514,0.004
159544,0.004
162964,0.004
162974,0.004
163454,0.004
163624,0.004
163654,0.004
164084,0.004
164244,0.004
164454,0.004
165044,0.004
165124,0.004
165134,0.004
165304,0.004
165314,0.004
168144,0.004
173374,0.004
174904,0.004
178584,0.004
179472,0.004
47223,0.004
73463,0.004
75523,0.004
76213,0.004
77503,0.004
140343,0.0027
159454,0.0027
159464,0.0027
159474,0.0027
159524,0.0027
159534,0.0027
160314,0.0027
160334,0.0027
163034,0.0027
163054,0.0027
163084,0.0027
163124,0.0027
163264,0.0027
163314,0.0027
163324,0.0027
163334,0.0027
