track_id,weight
168074,1
168054,0.0414
168064,0.0276
176664,0.0092
178864,0.0092
176584,0.0069
176534,0.0046
176644,0.0046
178764,0.0046
178774,0.0046
168044,0.0023
169534,0.0023
176524,0.0023
176544,0.0023
176554,0.0023
69823,0.0023
