track_id,weight
101023,1
100943,0.6229
101073,0.4039
101103,0.3796
100983,0.3196
101093,0.3162
101083,0.3117
100843,0.3082
100753,0.2939
100823,0.28
101063,0.278
101113,0.2681
100853,0.2299
100903,0.1551
100963,0.1462
100743,0.1388
100793,0.1363
100863,0.1219
100973,0.1174
100703,0.1169
100803,0.1115
100773,0.1021
100993,0.0882
100873,0.0867
100783,0.0808
100893,0.0788
100923,0.0758
101003,0.0699
100883,0.0664
100833,0.0654
100813,0.061
100723,0.055
100933,0.0535
100913,0.053
100763,0.0496
100683,0.0466
100733,0.0446
101043,0.0446
101033,0.0411
101013,0.0352
100693,0.0282
100713,0.0268
101053,0.0233
74013,0.0114
165144,0.0035
165214,0.003
148324,0.002
164334,0.002
164484,0.002
164514,0.002
165054,0.002
148114,0.0015
148404,0.0015
148624,0.0015
163134,0.0015
163664,0.0015
164244,0.0015
165124,0.0015
81473,0.0015
101513,0.001
148224,0.001
148254,0.001
148284,0.001
148314,0.001
148384,0.001
148414,0.001
148434,0.001
148594,0.001
163184,0.001
163444,0.001
164704,0.001
164894,0.001
170604,0.001
57143,0.001
102883,0.0005
133393,0.0005
135423,0.0005
140623,0.0005
141663,0.0005
148084,0.0005
148094,0.0005
148124,0.0005
148264,0.0005
148294,0.0005
148514,0.0005
148564,0.0005
148684,0.0005
178904,0.0005
21293,0.0005
35483,0.0005
36953,0.0005
36963,0.0005
36973,0.0005
37133,0.0005
37153,0.0005
43983,0.0005
44053,0.0005
72193,0.0005
80093,0.0005
82243,0.0005
82883,0.0005
88163,0.0005
90113,0.0005
90243,0.0005
