track_id,weight
176484,1
176344,0.9694
176404,0.9657
176364,0.9645
176434,0.935
176454,0.9216
176504,0.8701
176464,0.8542
176474,0.8493
176334,0.8431
176414,0.8333
176354,0.8174
176324,0.7782
176374,0.7733
176384,0.7561
176444,0.7549
179024,0.7525
178664,0.739
176424,0.7365
178624,0.7341
176394,0.7243
176494,0.7194
176514,0.7096
179034,0.7083
178654,0.6936
179044,0.6912
179064,0.685
179014,0.6789
178994,0.674
179054,0.6507
179004,0.6213
178634,0.6017
178644,0.5907
179074,0.5748
178614,0.5123
179084,0.4718
178894,0.0135
93703,0.0061
176114,0.0049
178914,0.0049
176224,0.0037
92003,0.0037
147334,0.0025
176144,0.0025
176184,0.0025
176614,0.0025
176684,0.0025
178704,0.0025
178724,0.0025
72233,0.0025
86603,0.0025
86783,0.0025
129133,0.0012
141133,0.0012
141843,0.0012
159894,0.0012
162064,0.0012
168144,0.0012
172354,0.0012
172964,0.0012
172974,0.0012
173014,0.0012
176054,0.0012
176084,0.0012
176124,0.0012
176164,0.0012
176174,0.0012
176204,0.0012
176234,0.0012
176274,0.0012
176284,0.0012
176294,0.0012
176304,0.0012
176564,0.0012
178074,0.0012
178674,0.0012
178684,0.0012
178714,0.0012
178734,0.0012
178794,0.0012
178804,0.0012
178844,0.0012
178924,0.0012
178934,0.0012
178944,0.0012
178954,0.0012
178964,0.0012
178984,0.0012
43713,0.0012
47303,0.0012
48193,0.0012
79163,0.0012
87113,0.0012
88663,0.0012
89253,0.0012
91823,0.0012
