track_id,weight
82243,1
81473,0.75
81223,0.743
82883,0.6329
81913,0.5726
81863,0.4974
83273,0.4904
81253,0.4318
81763,0.4135
81513,0.4021
83393,0.4003
83423,0.3864
81883,0.3785
83313,0.3147
83233,0.3051
81593,0.2867
81543,0.278
83163,0.278
83183,0.278
82273,0.2762
81873,0.2675
81213,0.2631
82333,0.2579
81403,0.2526
81283,0.2439
83113,0.2439
82503,0.229
81583,0.2177
82733,0.215
82313,0.2028
83363,0.201
81713,0.1993
82063,0.1871
82843,0.1853
83403,0.1844
82373,0.1801
82053,0.1713
82983,0.1661
81753,0.1626
82253,0.1617
81263,0.1582
81843,0.1477
82163,0.1477
82043,0.1416
83133,0.1381
83353,0.1364
83053,0.1337
83033,0.1302
83143,0.1302
81823,0.1285
82913,0.1241
83063,0.1241
82753,0.1224
81623,0.1215
82903,0.118
81193,0.1171
81973,0.1171
82763,0.1163
81553,0.1154
82853,0.1154
82583,0.1145
82223,0.1119
82393,0.111
82033,0.1101
82343,0.1101
82563,0.1093
81603,0.1084
81903,0.1058
81533,0.104
81653,0.1014
82093,0.1005
81453,0.0997
82153,0.0988
82593,0.0979
82963,0.097
83413,0.0944
81643,0.0935
83123,0.0935
81313,0.0918
81323,0.0918
82383,0.0918
81683,0.0909
82973,0.0909
81493,0.09
81333,0.0874
81853,0.0874
82403,0.0865
81483,0.0857
82173,0.0857
82263,0.0857
83043,0.0848
81393,0.0839
82143,0.0839
81893,0.0822
82203,0.0813
82793,0.0813
83173,0.0804
81813,0.0795
82423,0.0769
82433,0.0769
82513,0.0769
82693,0.0769
81803,0.076
83003,0.0752
82413,0.0743
82643,0.0743
82473,0.0726
83373,0.0717
81433,0.0708
81563,0.0708
82523,0.0708
82363,0.0691
83153,0.0682
81443,0.0673
82453,0.0673
82293,0.0664
82323,0.0664
83303,0.0664
81463,0.0629
81923,0.0629
82783,0.0629
83073,0.0629
83243,0.0629
83253,0.0621
81993,0.0603
82113,0.0603
82653,0.0603
81163,0.0594
81783,0.0594
82723,0.0594
81523,0.0586
81793,0.0586
82463,0.0586
82533,0.0586
82543,0.0577
83213,0.0577
81963,0.0568
82213,0.0568
82493,0.0568
81733,0.0559
83333,0.0559
82813,0.0551
82893,0.0551
83203,0.0551
81183,0.0533
82603,0.0533
82823,0.0533
83083,0.0524
83193,0.0524
81773,0.0516
82283,0.0516
81613,0.0498
81983,0.049
82803,0.049
83293,0.049
81953,0.0481
82003,0.0481
82073,0.0481
82683,0.0481
83383,0.0481
82123,0.0472
82133,0.0472
83103,0.0472
81413,0.0463
81693,0.0463
82703,0.0463
82713,0.0463
81743,0.0455
81293,0.0446
82083,0.0446
81303,0.0437
82233,0.0437
82623,0.0437
82633,0.0437
82663,0.0428
83263,0.0428
81723,0.042
82303,0.042
82353,0.042
82873,0.042
82743,0.0411
81233,0.0402
81383,0.0402
82773,0.0402
82943,0.0402
82993,0.0402
82443,0.0393
83223,0.0393
81353,0.0385
82833,0.0385
83013,0.0385
83093,0.0385
81703,0.0367
82573,0.0367
82933,0.0367
81573,0.0358
81943,0.0358
82673,0.0358
82863,0.0358
83023,0.0358
83343,0.0358
81363,0.035
81373,0.035
81833,0.035
81933,0.035
83323,0.0341
81343,0.0332
81633,0.0332
81663,0.0332
81203,0.0323
82553,0.0323
81673,0.0315
82923,0.0315
82953,0.0315
82483,0.0306
82103,0.0297
82183,0.0297
83283,0.0297
81273,0.0288
82013,0.0288
82193,0.0288
81243,0.028
81503,0.028
82613,0.028
81423,0.0253
82023,0.0253
83433,0.021
100863,0.0114
100873,0.0105
100893,0.0096
22353,0.0052
117793,0.0044
18743,0.0044
18773,0.0044
21293,0.0044
109943,0.0035
16661,0.0035
16971,0.0035
17413,0.0035
20283,0.0035
20413,0.0035
20623,0.0035
20733,0.0035
21483,0.0035
21503,0.0035
21803,0.0035
141833,0.0026
47223,0.0026
100753,0.0017
100983,0.0017
101023,0.0017
141133,0.0017
42343,0.0017
47013,0.0017
47283,0.0017
73463,0.0017
73863,0.0017
74133,0.0017
74643,0.0017
75503,0.0017
75523,0.0017
76213,0.0017
76263,0.0017
100823,0.0009
100943,0.0009
100993,0.0009
102223,0.0009
106153,0.0009
107903,0.0009
117403,0.0009
128653,0.0009
129493,0.0009
132063,0.0009
132703,0.0009
134723,0.0009
135423,0.0009
142793,0.0009
36973,0.0009
46563,0.0009
46613,0.0009
46753,0.0009
46993,0.0009
47073,0.0009
56963,0.0009
57253,0.0009
73683,0.0009
